QUALITY_SCORE,SPECIES,OWNER,REGION,COUNTRY_OF_ORIGIN,HARVEST_YEAR,VARIETY,STATUS,PROCESSING_METHOD,AROMA,FLAVOR,AFTERTASTE,ACIDITY,BODY,BALANCE,CLEAN_CUP,SWEETNESS,CUPPER_POINTS,MOISTURE,QUAKERS,CATEGORY_ONE_DEFECTS,CATEGORY_TWO_DEFECTS,COLOR,ALTITUDE_NUMERIC,ALTITUDE_UOM,GRADING_YEAR
82.5,Arabica,Amkeni Gourmet Coffee Group,MOSHI RURAL,Tanzania,2014,Other,Completed,Washed_Wet,7.75,7,7.42,7.58,7.58,7.58,10,10,7.58,12,0,0,3,Bluish_Green,NULL,NULL,2014
82.5,Arabica,Doi Tung Development Project,THAILAND,Thailand,2014,NULL,Completed,Washed_Wet,7.5,7.83,7.5,7.75,7.33,7.42,10,10,7.83,12,0,0,0,Green,800,m,2015
82.5,Arabica,Elsy Reyes,COMAYAGUA,Honduras,2017,Caturra,Completed,Washed_Wet,7.58,7.58,7.33,7.5,7.5,7.5,10,10,7.5,10,0,0,4,Green,1400,m,2017
82.5,Arabica,Enrique Eduardo Lopez Aguilar,LA CONCORDIA,Mexico,2012,Typica,Completed,Semi_washed_Semi_pulped,7.92,7.5,7.33,7.58,7.25,7.42,10,10,7.5,11,0,0,2,NULL,1650,m,2012
82.5,Arabica,ENRIQUE MITRE LOPEZ,ZAPOTITLAN DE MENDEZ,Mexico,2012,Typica,Completed,Washed_Wet,7.67,7.5,7.33,7.67,7.5,7.33,10,10,7.5,12,0,0,5,Green,1100,m,2012
82.5,Arabica,Exportadora de Cafe Condor S.A,HUILA,Colombia,2013,Caturra,Completed,Washed_Wet,7.5,7.5,7.42,7.42,7.58,7.58,10,10,7.5,11,0,0,1,Green,1750,m,2013
82.5,Arabica,Ipanema Coffees,SOUTH OF MINAS GERAIS,Brazil,2017,Bourbon,Completed,Natural_Dry,7.5,7.5,7.5,7.5,7.58,7.5,10,10,7.42,11,0,0,4,Green,890,m,2017
82.5,Arabica,Ipanema Coffees,SOUTH MINAS,Brazil,2013,Yellow Bourbon,Completed,Semi_washed_Semi_pulped,7.42,7.5,7.67,7.33,7.42,7.67,10,10,7.5,11,0,0,0,Bluish_Green,1260,m,2014
82.5,Arabica,Jacques Pereira Carneiro,CARMO DE MINAS MICRO REGION,Brazil,2012,Bourbon,Completed,Semi_washed_Semi_pulped,7.67,7.42,7.33,7.67,7.5,7.5,10,10,7.42,0,0,0,4,Blue_Green,1250,m,2012
82.5,Arabica,Juan Luis Alvarado Romero,ORIENTE,Guatemala,2016,Bourbon,Completed,Washed_Wet,7.5,7.5,7.33,7.5,7.67,7.5,10,10,7.5,10,2,0,2,Green,4000,ft,2016
82.5,Arabica,Juan Luis Alvarado Romero,ORIENTE,Guatemala,2013,Bourbon,Completed,Washed_Wet,7.83,7.67,7.17,7.33,7.5,7.67,10,10,7.33,11,0,0,0,Green,4300,ft,2013
82.5,Arabica,Juan Luis Alvarado Romero,ORIENTE,Guatemala,2013,Bourbon,Completed,Washed_Wet,7.83,7.42,7.33,7.67,7.42,7.5,10,10,7.33,12,0,0,4,Green,4300,ft,2013
82.5,Arabica,Juan Luis Alvarado Romero,ORIENTE,Guatemala,2012,Caturra,Completed,Natural_Dry,7.67,7.33,7.33,7.33,7.5,7.83,10,10,7.5,11,0,0,5,Green,NULL,NULL,2012
82.5,Arabica,Kona Pacific Farmers Cooperative,KONA,USA (Hawaii),2012,Hawaiian Kona,Completed,Washed_Wet,7.33,7.42,7.33,7.75,7.42,7.67,10,10,7.58,12,0,2,3,Green,NULL,NULL,2012
82.5,Arabica,LUSSO LAB,CHIAPAS,Mexico,2013,Other,Completed,Washed_Wet,7.42,7.58,7.5,7.67,7.25,7.5,10,10,7.58,0,0,0,1,Green,1600,m,2014
82.5,Arabica,Racafe & Cia S.C.A,HUILA,Colombia,2012,Caturra,Completed,Washed_Wet,7.67,7.5,7.33,7.5,7.25,7.67,10,10,7.58,11,0,1,3,Green,1775,m,2012
82.5,Arabica,SanJava Coffee,BALI KINTAMANI,Indonesia,2017,Other,Completed,Washed_Wet,7.83,7.75,7.25,7.5,7.42,7.33,10,10,7.42,11,0,0,5,Green,1250,m,2017
82.5,Arabica,SAUL M. HERNANDEZ RAMIREZ,SAN BARTOLO TUTOTEPEC,Mexico,2012,Typica,Completed,Washed_Wet,7.5,7.58,7.5,7.5,7.42,7.42,10,10,7.58,13,0,0,10,None,1679,m,2012
82.5,Arabica,Shah Plantations,KARATU ARUSHA,Tanzania,2014,Other,Completed,Washed_Wet,7.67,7.42,7.33,7.58,7.5,7.5,10,10,7.5,12,0,0,1,Green,1600,m,2014
82.58,Arabica,松澤宏樹 Koju Matsuzawa,CHIANGRAI,Thailand,2014,Caturra,Completed,Washed_Wet,7.42,7.58,7.58,7.42,7.58,7.5,10,10,7.5,12,0,0,1,Blue_Green,1450,m,2015
82.58,Arabica,Andry Simarmata,ACEH,Indonesia,2015,Typica,Completed,Semi_washed_Semi_pulped,7.83,7.58,7.42,7.33,7.42,7.5,10,10,7.5,13,0,0,6,Blue_Green,1250,m,2015
82.58,Arabica,BOURBON SPECIALTY COFFEES,CAMPOS ALTOS CERRADO,Brazil,2016,NULL,Completed,NULL,7.42,7.42,7.5,7.33,7.25,7.67,10,10,8,0,9,1,2,Green,NULL,NULL,2015
82.58,Arabica,Brent Hall,,Guatemala,2012,NULL,Completed,Natural_Dry,7.5,7.58,7.42,7.58,7.42,7.58,10,10,7.5,0,0,0,4,Blue_Green,NULL,NULL,2013
82.58,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,CHANGHUA BAGUASHAN 彰化市八卦山,Taiwan,2016,NULL,Completed,NULL,7.25,7.25,7,7.08,7,7,10,10,10,11,0,0,0,Blue_Green,200,m,2017
82.58,Arabica,Dane Loraas,VERACRUZ,Mexico,2014,NULL,Completed,Washed_Wet,7.58,7.58,7.42,7.75,7.67,7.67,10,10,7.58,0,0,0,11,Green,NULL,NULL,2014
82.58,Arabica,Doi Tung Development Project,THAILAND,Thailand,2014,NULL,Completed,Washed_Wet,7.75,7.33,7.42,7.67,7.42,7.5,10,10,7.5,12,0,0,0,Green,800,m,2015
82.58,Arabica,Eric Thormaehlen,CENTRAL VALLEY WEST VALLEY,Costa Rica,2013,Catuai,Completed,Washed_Wet,7.67,7.42,7.5,7.67,7,7.75,10,10,7.58,11,0,0,3,Green,1300,m,2014
82.58,Arabica,Exportadora de Cafe Condor S.A,HUILA,Colombia,2012,Caturra,Completed,Washed_Wet,7.75,7.5,7.75,7.25,7.33,7.58,10,10,7.42,11,0,0,3,NULL,1750,m,2012
82.58,Arabica,Exportadora de Cafe Condor S.A,HUILA,Colombia,2013,Caturra,Completed,Washed_Wet,7.75,7.25,7.33,7.42,7.5,7.83,10,10,7.5,11,0,0,3,Blue_Green,1750,m,2013
82.58,Arabica,Exportadora de Cafe Condor S.A,HUILA,Colombia,2013,Caturra,Completed,Washed_Wet,7.58,7.5,7.42,7.58,7.67,7.42,10,10,7.42,11,0,0,0,Green,1750,m,2013
82.58,Arabica,Gabriel Barbara,SOUTH OF MINAS,Brazil,2016,NULL,Completed,Pulped_natural_honey,7.5,7.58,7.42,7.5,7.75,7.33,10,10,7.5,11,0,0,7,Green,NULL,NULL,2017
82.58,Arabica,GUILLERMO ROJAS SALDANA,OAXACA,Mexico,2012,Typica,Completed,Washed_Wet,7.5,7.58,7.5,7.5,7.42,7.5,10,10,7.58,10,0,0,6,Green,1250,m,2012
82.58,Arabica,Juan Luis Alvarado Romero,ORIENTE,Guatemala,2017,Bourbon,Completed,Washed_Wet,7.5,7.42,7.42,7.75,7.5,7.5,10,10,7.5,10,1,0,2,Green,4000,ft,2017
82.58,Arabica,Kawacom Uganda LTD,EASTERN,Uganda,2013,SL14,Completed,Natural_Dry,7.83,7.5,7.42,7.58,7.42,7.42,10,10,7.42,12,0,0,0,Green,1650,m,2014
82.58,Arabica,"Lin, Che-Hao Krude 林哲豪",國姓鄉 GUOSHING TOWNSHIP,Taiwan,2016,Typica,Completed,Pulped_natural_honey,7.67,7.42,7.5,7.42,7.58,7.5,10,10,7.5,11,5,0,0,Green,1050,m,2017
82.58,Arabica,NUCOFFEE,SOUTH MINAS GERAIS,Brazil,2011,Mundo Novo,Completed,NULL,7.58,7.5,7.33,7.75,7.5,7.5,10,10,7.42,0,0,0,4,NULL,975,m,2011
82.58,Arabica,ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,COLIMA,Mexico,2012,Typica,Completed,Washed_Wet,7.67,7.58,7.58,7.75,7.67,6.83,10,10,7.5,12,0,0,0,Green,1150,m,2012
82.58,Arabica,Racafe & Cia S.C.A,HUILA,Colombia,2012,Caturra,Completed,Washed_Wet,7.33,7.42,7.58,7.42,7.67,7.5,10,10,7.67,11,0,2,2,Green,1775,m,2012
82.58,Arabica,Tembo Coffee Company Ltd,IKAND VILLAGE,Tanzania,2014,Other,Completed,Washed_Wet,7.75,7.42,7.33,7.5,7.58,7.5,10,10,7.5,12,0,0,1,NULL,1317,m,2014
82.67,Arabica,松澤宏樹 Koju Matsuzawa,PHAHI,Thailand,2013,Caturra,Completed,Washed_Wet,7.42,7.5,7.5,7.67,7.58,7.5,10,10,7.5,11,0,0,0,Bluish_Green,1500,m,2013
82.67,Arabica,Adam Kline,,El Salvador,2012,Other,Completed,Washed_Wet,7.92,8,7.5,6.75,7.92,7.58,10,9.33,7.67,0,0,0,17,None,NULL,NULL,2012
82.67,Arabica,BOURBON SPECIALTY COFFEES,MONTE CARMELO,Brazil,2014,Catuai,Completed,Natural_Dry,7.33,7.5,7.58,7.58,7.67,7.5,10,10,7.5,12,0,0,9,NULL,NULL,NULL,2015
82.67,Arabica,Consejo Salvadoreño del Café,EL BALSAMO QUEZALTEPEC,El Salvador,2016,Pacas,Completed,Washed_Wet,7.67,7.67,7.67,7.67,7.5,7.67,10,9.33,7.5,0,0,0,7,Green,1200,m,2016
82.67,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,PAKSONG LAOS,Laos,2015,Catimor,Completed,Washed_Wet,7.67,7.67,7.42,7.42,7.42,7.5,10,10,7.58,13,0,0,0,Bluish_Green,1300,m,2016
82.67,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,嘉義阿里山,Taiwan,2014,Typica,Completed,Washed_Wet,8,7.83,7.83,7.42,7.25,7.25,10,10,7.08,8,0,0,0,Green,1200,m,2014
82.67,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,CHIAYI ALISHAN 嘉義縣阿里山鄉,Taiwan,2013,Typica,Completed,Washed_Wet,7.67,7.5,7.5,7.5,7.5,7.5,10,10,7.5,11,0,0,0,Green,1240,m,2013
82.67,Arabica,Doi Tung Development Project,THAILAND,Thailand,2012,Other,Completed,Washed_Wet,7.83,7.33,7.83,7.33,7.58,7.83,10,9.33,7.58,12,0,0,0,Bluish_Green,NULL,NULL,2012
82.67,Arabica,Exportadora de Cafe Condor S.A,HUILA,Colombia,2012,Caturra,Completed,Washed_Wet,7.75,7.58,7.67,7.25,7.58,7.42,10,10,7.42,11,0,0,3,Bluish_Green,1800,m,2013
82.67,Arabica,Exportadora de Cafe Condor S.A,HUILA,Colombia,2011,NULL,Completed,NULL,8.08,7.67,7.67,7.33,7.33,7.17,10,10,7.42,8,0,0,3,NULL,1800,m,2011
82.67,Arabica,Federacion Nacional de Cafeteros,HUILA,Colombia,2015,NULL,Completed,Washed_Wet,7.75,7.5,7.33,7.58,7.33,7.75,10,10,7.42,0,0,1,9,Green,NULL,NULL,2015
82.67,Arabica,George A. Fernandez,NARINO EXACT LOCATION MATTITUY MUNICIPAL REGION FLORIDA CODE,Colombia,2011,NULL,Completed,NULL,7.33,7.58,7.42,7.42,7.67,7.67,10,10,7.58,11,0,0,0,Green,3850,m,2011
82.67,Arabica,GRUPO CAFETALERO LOS BRUJOS SPR DE RL,MAHUIXTLAN,Mexico,2012,Typica,Completed,Washed_Wet,7.5,7.58,7.58,7.58,7.42,7.42,10,10,7.58,12,0,0,0,NULL,950,m,2012
82.67,Arabica,Ipanema Coffees,SOUTH OF MINAS GERAIS,Brazil,2016,Bourbon,Completed,Natural_Dry,7.5,7.58,7.5,7.67,7.5,7.42,10,10,7.5,11,2,0,3,Bluish_Green,934,m,2016
82.67,Arabica,Ipanema Coffees,SOUTH OF MINAS GERAIS,Brazil,2017,Bourbon,Completed,Natural_Dry,7.5,7.58,7.25,7.75,7.58,7.5,10,10,7.5,0,0,0,4,Green,890,m,2017
82.67,Arabica,Ipanema Coffees,SOUTH OF MINAS GERAIS,Brazil,2015,Yellow Bourbon,Completed,Natural_Dry,7.58,7.5,7.42,7.67,7.5,7.5,10,10,7.5,0,0,0,0,Green,1,m,2015
82.67,Arabica,José Luis Rojas Yeo,HUATUSCO VER,Mexico,2016,NULL,Completed,NULL,7.5,7.67,7.42,7.75,7.42,7.17,10,10,7.75,11,2,0,3,Green,1300,m,2016
82.67,Arabica,Juan Luis Alvarado Romero,ANTIGUA,Guatemala,2012,Caturra,Completed,Washed_Wet,7.67,7.67,7.17,7.67,7.5,7.5,10,10,7.5,11,0,0,0,Green,1500,m,2012
82.67,Arabica,Kawacom Uganda LTD,MT ELGON,Uganda,2013,SL14,Completed,Washed_Wet,7.67,7.5,7.33,7.67,7.5,7.5,10,10,7.5,12,0,0,0,Green,1650,m,2014
82.67,Arabica,Kona Pacific Farmers Cooperative,KONA,USA (Hawaii),2011,NULL,Completed,NULL,7.83,7.67,7.5,7.67,7.5,7.58,10,9.33,7.58,3,0,2,0,NULL,NULL,NULL,2011
82.67,Arabica,MONTEGRANDE,,Mexico,2012,Other,Completed,Washed_Wet,7.58,7.58,7.42,7.58,7.42,7.5,10,10,7.58,11,0,0,2,NULL,1100,m,2012
82.67,Arabica,Nitin Coffee Estate,KARATU ARUSHA,Tanzania,2014,Other,Completed,Washed_Wet,7.5,7.5,7.5,7.5,7.5,7.58,10,10,7.58,12,0,0,0,Green,1700,m,2014
82.67,Arabica,PRODUCTOS Y SERVICIOS CHILINDRON S.A. DE C.V.,LA YERBA,Mexico,2014,Typica,Completed,Natural_Dry,7.67,7.58,7.42,7.5,7.42,7.5,10,10,7.58,11,0,0,0,Green,1296,m,2014
82.67,Arabica,Racafe & Cia S.C.A,,Colombia,2009,NULL,Completed,NULL,7.5,7.42,7.33,7.33,7.67,7.83,10,10,7.58,21,0,0,2,NULL,NULL,NULL,2010
82.67,Arabica,Taylor Winch (T) Ltd,MBINGA RUVUMA,Tanzania,2014,Bourbon,Completed,Washed_Wet,7.58,7.5,7.5,7.58,7.33,7.58,10,10,7.58,12,0,0,4,Green,1550,m,2014
82.67,Arabica,Young Kim,MEXICO,Mexico,2010,Blue Mountain,Completed,NULL,7.75,7.58,7.25,7.75,7.67,7.58,10,10,7.08,0,0,0,1,NULL,1400,m,2011
82.75,Arabica,AFCA,SOUTH OF MZUZU,Malawi,2014,Gesha,Completed,Washed_Wet,7.75,7.58,7.42,7.5,7.33,7.5,10,10,7.67,12,0,0,0,Bluish_Green,1442,m,2014
82.75,Arabica,Bismarck Castro,COMAYAGUA,Honduras,2017,Caturra,Completed,Natural_Dry,7.58,7.5,7.42,7.58,7.5,7.5,10,10,7.67,9,1,0,6,Green,1400,m,2017
82.75,Arabica,"CECA, S.A.",TARRAZU,Costa Rica,2016,Caturra,Completed,Washed_Wet,7.58,7.5,7.42,7.67,7.42,7.5,10,10,7.67,9,0,0,1,Bluish_Green,1850,m,2017
82.75,Arabica,Coffee Export,HUILA,Colombia,2014,Typica,Completed,Washed_Wet,7.67,7.42,7.42,7.58,7.33,7.67,10,10,7.67,12,0,0,0,Green,165,m,2014
82.75,Arabica,Consejo Salvadoreño del Café,CACAHUATIQUE,El Salvador,2017,Bourbon,Completed,Washed_Wet,7.67,7.67,7.17,7.33,7.58,7.67,10,10,7.67,0,0,0,4,NULL,1250,m,2017
82.75,Arabica,Eileen Koyanagi,KONA,USA (Hawaii),2013,Hawaiian Kona,Completed,Natural_Dry,7.58,7.83,7.75,7.75,7.42,8,9.33,10,7.75,10,0,0,0,Green,NULL,NULL,2014
82.75,Arabica,Eileen Koyanagi,KONA,USA (Hawaii),2013,Hawaiian Kona,Completed,Natural_Dry,7.67,7.58,7.42,7.83,7.33,7.5,10,10,7.42,10,0,6,0,Blue_Green,NULL,NULL,2014
82.75,Arabica,Ipanema Coffees,SOUTH OF MINAS GERAIS,Brazil,2015,Yellow Bourbon,Completed,Pulped_natural_honey,7.5,7.5,7.58,7.5,7.58,7.58,10,10,7.5,11,2,0,1,Bluish_Green,905,m,2016
82.75,Arabica,Juan Luis Alvarado Romero,JALAPA,Guatemala,2014,Pacas,Completed,Washed_Wet,7.75,7.42,7.25,7.75,7.5,7.67,10,10,7.42,13,0,0,2,Green,5000,ft,2014
82.75,Arabica,Juan Luis Alvarado Romero,EL PROGRESO,Guatemala,2017,Bourbon,Completed,Washed_Wet,7.58,7.58,7.33,7.58,7.33,7.67,10,10,7.67,12,0,0,0,Green,518,m,2017
82.75,Arabica,Juan Luis Alvarado Romero,ORIENTE,Guatemala,2017,Bourbon,Completed,Washed_Wet,7.42,7.58,7.42,7.67,7.5,7.5,10,10,7.67,10,0,0,1,Green,4000,ft,2017
82.75,Arabica,Juan Luis Alvarado Romero,SANTA ROSA,Guatemala,2017,Bourbon,Completed,Washed_Wet,7.5,7.5,7.42,7.58,7.67,7.5,10,10,7.58,10,0,0,1,Green,4000,ft,2017
82.75,Arabica,Juan Luis Alvarado Romero,SAN MARCOS,Guatemala,2017,Bourbon,Completed,Washed_Wet,7.5,7.67,7.17,7.67,7.67,7.58,10,10,7.5,11,0,0,4,Green,1700,m,2017
82.75,Arabica,Juan Luis Alvarado Romero,SANTA ROSA,Guatemala,2017,Caturra,Completed,Washed_Wet,7.58,7.67,7.5,7.58,7.5,7.42,10,10,7.5,11,0,0,8,Green,1800,m,2017
82.75,Arabica,Juan Luis Alvarado Romero,SANTA ROSA,Guatemala,2018,Caturra,Completed,Washed_Wet,7.5,7.58,7.42,7.67,7.58,7.5,10,10,7.5,10,1,0,3,Green,1100,m,2018
82.75,Arabica,Kona Pacific Farmers Cooperative,KONA,USA (Hawaii),2012,Hawaiian Kona,Completed,Washed_Wet,7.25,7.75,7.5,7.83,7.67,7.67,10,10,7.75,12,0,0,0,Green,NULL,NULL,2012
82.75,Arabica,Kona Pacific Farmers Cooperative,KONA,USA (Hawaii),2010,NULL,Completed,NULL,7.75,7.67,7.5,7.83,7.17,7.42,10,10,7.42,0,0,0,2,NULL,NULL,NULL,2010
82.75,Arabica,"Lin, Che-Hao Krude 林哲豪",台南市東山區 DONGSHAN DIST TAINAN CITY,Taiwan,2016,Yellow Bourbon,Completed,Natural_Dry,7.83,7.67,7.33,7.67,7.58,7.67,10,10,7.67,0,0,0,0,Green,650,m,2017
82.75,Arabica,NESTOR MENDEZ GOMEZ,CHIAPAS,Mexico,2013,Typica,Completed,Washed_Wet,7.58,7.58,7.5,7.5,7.5,7.5,10,10,7.58,12,0,0,6,Green,1550,m,2013
82.75,Arabica,Racafe & Cia S.C.A,HUILA,Colombia,2014,Caturra,Completed,Washed_Wet,7.5,7.58,7.58,7.75,7.33,7.5,10,10,7.5,0,0,0,2,Blue_Green,1775,m,2014
82.75,Arabica,Racafe & Cia S.C.A,HUILA,Colombia,2012,Caturra,Completed,Washed_Wet,7.67,7.58,7.58,7.58,7.5,7.42,10,10,7.42,11,0,0,3,Green,1775,m,2012
82.75,Arabica,Rachel Peterson,BOQUETE PANAMA,Panama,2012,Catuai,Completed,Washed_Wet,7.42,7.42,7.5,7.58,7.5,7.75,10,10,7.58,0,0,0,4,Green,1100,m,2012
82.75,Arabica,ROMULO BELLO FLORES,ATOYAC DE ALVAREZ,Mexico,2012,Typica,Completed,Natural_Dry,8.08,8.17,8,8,7.83,7.92,10,10,8.08,12,0,1,4,NULL,1200,m,2012
82.75,Arabica,SanJava Coffee,SAPAN TORAJA,Indonesia,2017,Sulawesi,Completed,Other,7.5,7.58,7.42,7.58,7.58,7.5,10,10,7.58,12,0,0,15,Blue_Green,1500,m,2017
82.75,Arabica,SERGIO DE LA VEQUIA BERNARDI,HUATUSCO,Mexico,2012,Typica,Completed,Washed_Wet,7.58,7.58,7.33,7.75,7.25,7.58,10,10,7.67,12,0,0,0,NULL,1200,m,2012
82.75,Arabica,The Coffee Source Inc.,ANTIOQUIA,Colombia,2013,Caturra,Completed,Washed_Wet,7.58,7.33,7.17,7.33,7.25,8.58,10,10,7.5,10,0,0,2,Green,1300,m,2014
82.75,Arabica,Yunnan Coffee Exchange,YUNNAN PROVINCE XISHUANGBANNA CITY PUWEN COUNTY,China,2015,Catimor,Completed,Natural_Dry,7.67,7.5,7.33,7.33,7.67,7.67,10,10,7.58,10,0,0,0,Green,1100,m,2016
82.75,Arabica,Yunnan Coffee Exchange,MENGLIAN,China,2015,Catimor,Completed,Washed_Wet,7.5,7.67,7.42,7.67,7.5,7.5,10,10,7.5,11,0,0,2,Green,1500,m,2016
82.75,Arabica,NULL,SOUTH HUILA,Colombia,2012,Caturra,Completed,Washed_Wet,7.5,7.58,7.42,7.67,7.5,7.58,10,10,7.5,0,0,0,0,Blue_Green,1625,m,2012
82.83,Arabica,ALFREDO BOJALIL,LA CONCORDIA,Mexico,2012,Typica,Completed,Washed_Wet,7.58,7.58,7.5,7.42,7.67,7.58,10,10,7.5,11,0,0,2,NULL,1380,m,2012
82.83,Arabica,ALFREDO BOJALIL,TEOCELO,Mexico,2012,Bourbon,Completed,Washed_Wet,7.67,7.58,7.42,7.75,7.42,7.42,10,10,7.58,12,0,0,7,Blue_Green,1250,m,2012
82.83,Arabica,ARMANDO LUIS POHLENZ MARTINEZ,LA CONCORDIA,Mexico,2012,Caturra,Completed,Washed_Wet,7.58,7.67,7.5,7.58,7.5,7.5,10,10,7.5,12,0,2,10,Green,1550,m,2012
82.83,Arabica,Cafebras,CERRADO,Brazil,2015,Catuai,Completed,Natural_Dry,7.58,7.83,7.33,7.67,7.42,7.33,10,10,7.67,12,0,2,6,Green,900,m,2015
82.83,Arabica,"Coffeebythebag.com , INC",SANTANDER,Colombia,2013,Typica,Completed,Natural_Dry,7.5,7.42,7.58,7.5,7.58,7.58,10,10,7.67,0,0,4,4,Green,1800,m,2014
82.83,Arabica,Consejo Salvadoreño del Café,EL BALSAMO QUEZALTEPEC,El Salvador,2016,Pacas,Completed,Washed_Wet,7.33,7.67,7.67,7.83,7.33,7.67,10,10,7.33,0,0,0,4,Green,1250,m,2016
82.83,Arabica,Edwin Agasso,ARUSHA,Tanzania,2012,Arusha,Completed,Washed_Wet,7.67,7.5,7.33,7.25,7.58,7.75,10,10,7.75,11,0,0,5,Green,1400,m,2013
82.83,Arabica,EssenceCoffee,HUILA,Colombia,2014,Other,Completed,Washed_Wet,7.83,7.67,7.5,7.58,7.5,7.67,10,10,7.08,0,0,0,1,NULL,1600,m,2015
82.83,Arabica,Ipanema Coffees,SOUTH OF MINAS GERAIS,Brazil,2015,Yellow Bourbon,Completed,Pulped_natural_honey,7.67,7.58,7.58,7.5,7.5,7.42,10,10,7.58,11,2,0,2,Bluish_Green,905,m,2017
82.83,Arabica,Joshua Marsceau,BERASTAGI,USA,2014,Other,Completed,Other,7.42,7.58,7.25,7.5,7.75,7.75,10,10,7.58,0,0,0,9,NULL,1200,m,2015
82.83,Arabica,Juan Luis Alvarado Romero,ORIENTE,Guatemala,2012,Bourbon,Completed,Washed_Wet,7.67,7.67,7.33,7.5,7.33,7.92,10,10,7.42,11,0,0,10,Green,4300,ft,2012
82.83,Arabica,Juan Luis Alvarado Romero,ORIENTE,Guatemala,2015,Bourbon,Completed,Washed_Wet,7.58,7.58,7.33,7.67,7.67,7.5,10,10,7.5,11,0,0,2,Green,4000,ft,2015
82.83,Arabica,Juan Luis Alvarado Romero,ANTIGUA,Guatemala,2014,Bourbon,Completed,Washed_Wet,7.67,7.67,7.75,7.67,7.42,7.17,10,10,7.5,10,0,0,4,Green,1500,m,2014
82.83,Arabica,Juan Luis Alvarado Romero,SAN MARCOS,Guatemala,2017,Bourbon,Completed,Washed_Wet,7.5,7.58,7.33,7.67,7.58,7.58,10,10,7.58,11,1,1,2,Green,1700,m,2017
82.83,Arabica,Jungle Estate,NYERI,Kenya,2017,SL28,Completed,Washed_Wet,7.75,7.58,7.42,7.58,7.5,7.5,10,10,7.5,10,0,0,3,Green,1754,m,2017
82.83,Arabica,Racafe & Cia S.C.A,HUILA,Colombia,2013,Caturra,Completed,Washed_Wet,7.83,7.5,7.5,7.42,7.5,7.5,10,10,7.58,11,0,0,3,Green,1775,m,2013
82.83,Arabica,Samuel Muhirwa,GICUMBI,Rwanda,2015,Bourbon,Completed,Washed_Wet,7.83,7.92,7.75,7.83,7.75,7.75,9.33,9.33,8,11,0,0,0,Bluish_Green,1900,m,2016
82.83,Arabica,"Sunvirtue Co., Ltd.",VIETNAM TUTRA,Vietnam,2014,Other,Completed,Other,7.25,7.58,7.5,7.42,7.75,7.42,10,10,7.92,11,0,11,0,Green,1040,m,2016
82.83,Arabica,The Coffee Source Inc.,SANTA ANA,El Salvador,2010,NULL,Completed,NULL,7.75,7.58,7.75,7.75,7.25,7.5,10,10,7.25,0,0,1,3,NULL,1200,m,2011
82.92,Arabica,Andrew Bowman,CHIAPAS,Mexico,2015,Bourbon,Completed,Washed_Wet,7.75,7.67,7.42,7.42,7.75,7.5,10,10,7.42,12,0,2,8,Bluish_Green,1300,m,2015
82.92,Arabica,Consejo Salvadoreño del Café,APANECAILAMATEPEC,El Salvador,2017,Bourbon,Completed,Washed_Wet,7.5,7.5,7.75,7.58,7.92,7.83,10,9.33,7.5,0,0,0,1,Green,1350,m,2017
82.92,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,BLIDA KERCHA GUJI OROMIA,Ethiopia,2016,Ethiopian Heirlooms,Completed,Washed_Wet,7.58,7.58,7.5,7.5,7.58,7.58,10,10,7.58,0,0,1,20,Bluish_Green,2000,m,2016
82.92,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,台東太麻里,Taiwan,2014,Typica,Completed,Natural_Dry,7.5,7.58,7.67,7.33,7.5,7.75,10,10,7.58,0,0,0,9,Green,775,m,2015
82.92,Arabica,Doi Tung Development Project,,Thailand,2010,NULL,Completed,NULL,7.42,7.58,7.5,7.17,7.5,8,10,10,7.75,0,0,0,0,NULL,NULL,NULL,2010
82.92,Arabica,Expocaccer Coop dos Cafeic do Cerrado Ltda,CERRADO,Brazil,2014,Moka Peaberry,Completed,Semi_washed_Semi_pulped,7.08,7.5,7.5,7.83,7.75,7.67,10,10,7.58,11,0,0,16,Green,11000,m,2014
82.92,Arabica,Exportadora de Cafe Condor S.A,HUILA,Colombia,2013,Caturra,Completed,Natural_Dry,7.75,7.5,7.25,7.5,7.75,7.5,10,10,7.67,0,0,0,0,Bluish_Green,1750,m,2013
82.92,Arabica,Ipanema Coffees,SOUTH OF MINAS GERAIS,Brazil,2017,Bourbon,Completed,Natural_Dry,7.67,7.58,7.5,7.58,7.58,7.5,10,10,7.5,0,0,0,0,Green,890,m,2017
82.92,Arabica,Juan Luis Alvarado Romero,HUEHUETENANGO,Guatemala,2013,Bourbon,Completed,Washed_Wet,7.83,7.75,7.25,7.92,7.5,7.17,10,10,7.5,11,0,0,2,Green,5600,m,2013
82.92,Arabica,Juan Luis Alvarado Romero,ANTIGUA,Guatemala,2014,Bourbon,Completed,Washed_Wet,7.75,7.5,7.42,7.58,7.67,7.5,10,10,7.5,10,0,0,1,Green,1500,m,2014
